detector-Id,latitude,longitude,detector-type,lane-id,lane-name
QCDS05 - I-74 WB @ MM 5.7 Memori,41514772,-90512868,Microwave Radar,1,QCDS05-WB LL
QCDS05 - I-74 WB @ MM 5.7 Memori,41514772,-90512868,Microwave Radar,2,QCDS05-WB RL
QCDS06 - I-74 WB @ Toll Plaza Me,41517076,-90513071,Microwave Radar,1,QCDS06-WB LL
QCDS06 - I-74 WB @ Toll Plaza Me,41517076,-90513071,Microwave Radar,2,QCDS06-WB RL
QCDS07 - I-74 WB @ South Tower M,0,-90513061,Video Image,1,QCDS07-WB LL
QCDS07 - I-74 WB @ South Tower M,0,-90513061,Video Image,2,QCDS07-WB RL
QCDS08 - I-74 WB @ North Tower M,41520668,-90513062,Video Image,1,QCDS08-WB LL
QCDS08 - I-74 WB @ North Tower M,41520668,-90513062,Video Image,2,QCDS08-WB RL
QCDS13 - I-74 WB @ Grant St,41524100,-90513294,Microwave Radar,1,QCDS13-WB LL
QCDS13 - I-74 WB @ Grant St,41524100,-90513294,Microwave Radar,2,QCDS13-WB RL
QCDS15 - I-74 WB @ Middle Rd,41543663,-90518319,Microwave Radar,2,QCDS15-WB RL
QCDS15 - I-74 WB @ Middle Rd,41543663,-90518319,Microwave Radar,1,QCDS15-WB LL
QCDS17 - I-74 WB @ North of Spru,41559345,-90522069,Microwave Radar,1,QCDS17-WB LL
QCDS17 - I-74 WB @ North of Spru,41559345,-90522069,Microwave Radar,2,QCDS17-WB RL
QCDS16 - I-74 WB @ South of Spru,41551497,-90521562,Microwave Radar,2,QCDS16-WB RL
QCDS16 - I-74 WB @ South of Spru,41551497,-90521562,Microwave Radar,1,QCDS16-WB LL
QCDS17 - I-74 EB @ North of Spru,41560067,-90522819,Microwave Radar,2,QCDS17-EB RL
QCDS17 - I-74 EB @ North of Spru,41560067,-90522819,Microwave Radar,1,QCDS17-EB LL
QCDS18 - I-74 WB @ E 53rd St,41571016,-90521794,Microwave Radar,2,QCDS18-WB RL
QCDS18 - I-74 WB @ E 53rd St,41571016,-90521794,Microwave Radar,1,QCDS18-WB LL
QCDS18 - I-74 EB @ E 53rd St,41570944,-90522576,Microwave Radar,1,QCDS18-EB LL
QCDS18 - I-74 EB @ E 53rd St,41570944,-90522576,Microwave Radar,2,QCDS18-EB RL
QCDS16 - I-74 EB @ South of Spru,41550959,-90521462,Microwave Radar,1,QCDS16-EB LL
QCDS16 - I-74 EB @ South of Spru,41550959,-90521462,Microwave Radar,2,QCDS16-EB RL
QCDS15 - I-74 EB @ Middle Rd,41543205,-90518205,Microwave Radar,1,QCDS15-EB LL
QCDS15 - I-74 EB @ Middle Rd,41543205,-90518205,Microwave Radar,2,QCDS15-EB RL
QCDS13 - I-74 EB @ Grant St,41523522,-90513692,Microwave Radar,2,QCDS13-EB RL
QCDS13 - I-74 EB @ Grant St,41523522,-90513692,Microwave Radar,1,QCDS13-EB LL
QCDS12 - I-74 EB @ North Tower M,41520642,-90513461,Video Image,1,QCDS12-EB LL
QCDS12 - I-74 EB @ North Tower M,41520642,-90513461,Video Image,2,QCDS12-EB RL
QCDS11 - I-74 EB @ South Tower M,41518611,-90513418,Video Image,1,QCDS11-EB LL
QCDS11 - I-74 EB @ South Tower M,41518611,-90513418,Video Image,2,QCDS11-EB RL
QCDS10 - I-74 EB @ Toll Plaza Me,41517080,-90513256,Video Image,1,QCDS10-EB LL
QCDS10 - I-74 EB @ Toll Plaza Me,41517080,-90513256,Video Image,2,QCDS10-EB RL
QCDS09 - I-74 EB @ MM 5.7 Memori,41514658,-90513005,Video Image,1,QCDS09-EB LL
QCDS09 - I-74 EB @ MM 5.7 Memori,41514658,-90513005,Video Image,2,QCDS09-EB RL
QCDS01 - I-74 EB @ Avenue of the,0,0,Microwave Radar,1,MVDS01-EB LL
QCDS01 - I-74 EB @ Avenue of the,0,0,Microwave Radar,2,MVDS01-EB RL
QCDS14 - I-74 WB @ South of Linc,41532710,-90515247,Microwave Radar,2,QCDS14-WB RL
QCDS14 - I-74 WB @ South of Linc,41532710,-90515247,Microwave Radar,1,QCDS14-WB LL
QCDS14 - I-74 EB @ South of Linc,41535161,-90516178,Microwave Radar,1,QCDS14-EB LL
QCDS14 - I-74 EB @ South of Linc,41535161,-90516178,Microwave Radar,2,QCDS14-EB RL
QCDS19 - I-80 WB @ MM 287.5 Walc,41604551,-90724713,Microwave Radar,1,QCDS19-WB LL
QCDS19 - I-80 WB @ MM 287.5 Walc,41604551,-90724713,Microwave Radar,2,QCDS19-WB RL
QCDS20 - I-80 WB @ Maysville Rd,41603903,-90685631,Microwave Radar,1,QCDS20-WB LL
QCDS20 - I-80 WB @ Maysville Rd,41603903,-90685631,Microwave Radar,2,QCDS20-WB RL
QCDS21 - I-80 WB On Ramp @ I-280,41602607,-90677910,Microwave Radar,1,QCDS21-WB LL
QCDS21 - I-80 WB On Ramp @ I-280,41602607,-90677910,Microwave Radar,2,QCDS21-WB RL
QCDS22 - I-80 WB @ IA 130,41600053,-90618934,Microwave Radar,1,QCDS22-WB LL
QCDS22 - I-80 WB @ IA 130,41600053,-90618934,Microwave Radar,2,QCDS22-WB RL
QCDS20 - I-80 WB On Ramp @ I-280,41603837,-90685559,Microwave Radar,1,QCDS20-WB EN
QCDS23 - I-80 WB @ US 61,41596372,-90570402,Microwave Radar,1,QCDS23-WB LL
QCDS23 - I-80 WB @ US 61,41596372,-90570402,Microwave Radar,2,QCDS23-WB RL
QCDS23 - I-80 EB @ US 61,41596139,-90570439,Microwave Radar,2,QCDS23-EB RL
QCDS23 - I-80 EB @ US 61,41596139,-90570439,Microwave Radar,1,QCDS23-EB LL
QCDS22 - I-80 EB @ IA 130,41599798,-90618902,Microwave Radar,1,QCDS22-EB LL
QCDS22 - I-80 EB @ IA 130,41599798,-90618902,Microwave Radar,2,QCDS22-EB RL
QCDS20 - I-80 EB @ Maysville Rd,41603635,-90685627,Microwave Radar,1,QCDS20-EB LL
QCDS20 - I-80 EB @ Maysville Rd,41603635,-90685627,Microwave Radar,2,QCDS20-EB RL
QCDS19 - I-80 EB @ MM 287.5 Walc,41604337,-90724730,Microwave Radar,1,QCDS19-EB LL
QCDS19 - I-80 EB @ MM 287.5 Walc,41604337,-90724730,Microwave Radar,2,QCDS19-EB RL
QCDS25 - I-280 EB @ IA 22,41491419,-90649440,Microwave Radar,1,QCDS25-EB LL
QCDS25 - I-280 EB @ IA 22,41491419,-90649440,Microwave Radar,2,QCDS25-EB RL
QCDS25 - I-280 WB @ IA 22,41491718,-90649413,Microwave Radar,2,QCDS25-WB RL
QCDS25 - I-280 WB @ IA 22,41491718,-90649413,Microwave Radar,1,QCDS25-WB LL
QCDS13 - I-74 WB Off Ramp @ Gran,41523529,-90512985,Microwave Radar,1,QCDS13-WB EX LL
QCDS14 - I-74 EB Off Ramp @ Sout,41533988,-90516415,Microwave Radar,1,QCDS14-EB EX
QCDS15 - I-74 WB On Ramp @ Middl,41543451,-90518103,Microwave Radar,1,QCDS15-WB EN
QCDS16 - I-74 WB Off Ramp @ Spru,41550948,-90521295,Microwave Radar,1,QCDS16-WB EX
QCDS15 - I-74 EB Off Ramp @ Midd,41543368,-90518810,Microwave Radar,1,QCDS15-EB EX
QCDS17 - I-74 EB Off Ramp @ Spru,41559882,-90522850,Microwave Radar,1,QCDS17-EB EX
QCDS18 - I-74 WB Off Ramp @ E 53,41570995,-90521850,Microwave Radar,1,QCDS18-WB EX
QCDS23 - I-80 WB On Ramp @ US 61,41596365,-90569717,Microwave Radar,1,QCDS23-WB EN
QCDS18 - I-74 EB On Ramp @ E 53r,41570957,-90522615,Microwave Radar,1,QCDS18-EB EN
DMDS04 - I-235 EB @ Euclid Ave W,41631567,-93574900,Microwave Radar,3,DMDS04-EB RL
DMDS04 - I-235 EB @ Euclid Ave W,41631567,-93574900,Microwave Radar,2,DMDS04-EB CL
DMDS04 - I-235 EB @ Euclid Ave W,41631567,-93574900,Microwave Radar,1,DMDS04-EB LL
DMDS04 - I-235 WB @ Euclid Ave O,41631567,-93574900,Microwave Radar,1,DMDS04-WB LL
DMDS04 - I-235 WB @ Euclid Ave O,41631567,-93574900,Microwave Radar,2,DMDS04-WB CL
DMDS04 - I-235 WB @ Euclid Ave O,41631567,-93574900,Microwave Radar,3,DMDS04-WB RL
DMDS04 - I-235 EB On Ramp @ Eucl,41631567,-93574900,Microwave Radar,1,DMDS04-EB EN
DMDS04 - I-235 WB Off Ramp @ Euc,41631567,-93574900,Microwave Radar,1,DMDS04-WB EX
DMDS05 - I-235 EB @ Euclid Ave,41627067,-93574967,Microwave Radar,3,DMDS05-EB RL
DMDS05 - I-235 EB @ Euclid Ave,41627067,-93574967,Microwave Radar,2,DMDS05-EB CL
DMDS05 - I-235 EB @ Euclid Ave,41627067,-93574967,Microwave Radar,1,DMDS05-EB LL
DMDS05 - I-235 WB @ Euclid Ave,41627067,-93574967,Microwave Radar,1,DMDS05-WB LL
DMDS05 - I-235 WB @ Euclid Ave,41627067,-93574967,Microwave Radar,2,DMDS05-WB CL
DMDS05 - I-235 WB @ Euclid Ave,41627067,-93574967,Microwave Radar,3,DMDS05-WB RL
DMDS05 - I-235 EB On Ramp @ Eucl,41627067,-93574967,Microwave Radar,1,DMDS05-EB EN
DMDS05 - I-235 WB On Ramp @ Eucl,41627067,-93574967,Microwave Radar,1,DMDS05-WB EN
DMDS07 - I-235 EB @ South of Gut,41607567,-93579217,Microwave Radar,1,DMDS07-EB LL
DMDS07 - I-235 EB @ South of Gut,41607567,-93579217,Microwave Radar,2,DMDS07-EB CL
DMDS07 - I-235 EB @ South of Gut,41607567,-93579217,Microwave Radar,3,DMDS07-EB RL
DMDS07 - I-235 WB @ South of Gut,41607567,-93579217,Microwave Radar,3,DMDS07-WB RL
DMDS07 - I-235 WB @ South of Gut,41607567,-93579217,Microwave Radar,2,DMDS07-WB CL
DMDS07 - I-235 WB @ South of Gut,41607567,-93579217,Microwave Radar,1,DMDS07-WB LL
DMDS07 - I-235 EB On Ramp @ East,41607567,-93579217,Microwave Radar,1,DMDS07-EB EN
DMDS08 - I-235 EB @ Easton Blvd,41602883,-93580450,Microwave Radar,3,DMDS08-EB RL
DMDS08 - I-235 EB @ Easton Blvd,41602883,-93580450,Microwave Radar,2,DMDS08-EB CL
DMDS08 - I-235 EB @ Easton Blvd,41602883,-93580450,Microwave Radar,1,DMDS08-EB LL
DMDS08 - I-235 WB @ Easton Blvd,41602883,-93580450,Microwave Radar,1,DMDS08-WB LL
DMDS08 - I-235 WB @ Easton Blvd,41602883,-93580450,Microwave Radar,2,DMDS08-WB CL
DMDS08 - I-235 WB @ Easton Blvd,41602883,-93580450,Microwave Radar,3,DMDS08-WB RL
DMDS08 - I-235 WB Off Ramp @ Uni,41602883,-93580450,Microwave Radar,1,DMDS08-WB EX
DMDS11 - I-235 WB @ E 12th St,41595567,-93603542,Microwave Radar,3,DMDS11-WB RL
DMDS11 - I-235 WB @ E 12th St,41595567,-93603542,Microwave Radar,2,DMDS11-WB CL
DMDS11 - I-235 WB @ E 12th St,41595567,-93603542,Microwave Radar,1,DMDS11-WB LL
DMDS11 - I-235 WB On Ramp @ from,41595382,-93603580,Microwave Radar,1,DMDS11-WB EN
DMDS12 - I-235 EB @ E 9th St,41594483,-93605991,Microwave Radar,3,DMDS12-EB RL
DMDS12 - I-235 EB @ E 9th St,41594483,-93605991,Microwave Radar,2,DMDS12-EB CL
DMDS12 - I-235 EB @ E 9th St,41594483,-93605991,Microwave Radar,1,DMDS12-EB LL
DMDS12 - I-235 EB Off Ramp @ to ,41594483,-93605976,Microwave Radar,1,DMDS12-EB EX
DMDS13 - I-235 WB @ E 6th St On ,41595517,-93613500,Microwave Radar,3,DMDS13-WB RL
DMDS13 - I-235 WB @ E 6th St On ,41595517,-93613500,Microwave Radar,2,DMDS13-WB CL
DMDS13 - I-235 WB @ E 6th St On ,41595517,-93613500,Microwave Radar,1,DMDS13-WB LL
DMDS13 - I-235 WB On Ramp @ E 6t,41595517,-93613500,Microwave Radar,1,DMDS13-WB EN
DMDS14 - I-235 EB @ E 6th St Off,41594983,-93613667,Microwave Radar,3,DMDS14-EB RL
DMDS14 - I-235 EB @ E 6th St Off,41594983,-93613667,Microwave Radar,2,DMDS14-EB CL
DMDS14 - I-235 EB @ E 6th St Off,41594983,-93613667,Microwave Radar,1,DMDS14-EB LL
DMDS14 - I-235 EB Off Ramp @ E 6,41594983,-93613667,Microwave Radar,1,DMDS14-EB EX to E 6th St
DMDS15 - I-235 EB @ Des Moines R,41596117,-93619300,Microwave Radar,1,DMDS15-EB LL
DMDS15 - I-235 EB @ Des Moines R,41596117,-93619300,Microwave Radar,2,DMDS15-EB CLL
DMDS15 - I-235 EB @ Des Moines R,41596117,-93619300,Microwave Radar,3,DMDS15-EB CRL
DMDS15 - I-235 WB @ Des Moines R,41596117,-93619300,Microwave Radar,3,DMDS15-WB RL
DMDS15 - I-235 WB @ Des Moines R,41596117,-93619300,Microwave Radar,2,DMDS15-WB CL
DMDS15 - I-235 WB @ Des Moines R,41596117,-93619300,Microwave Radar,1,DMDS15-WB LL
DMDS15 - I-235 WB Off Ramp @ Dow,41596117,-93619300,Microwave Radar,1,DMDS15-WB EX
DMDS18 - I-235 EB @ Cottage Grov,41595217,-93647000,Microwave Radar,4,DMDS18-EB RL
DMDS18 - I-235 EB @ Cottage Grov,41595217,-93647000,Microwave Radar,3,DMDS18-EB CRL
DMDS18 - I-235 EB @ Cottage Grov,41595217,-93647000,Microwave Radar,2,DMDS18-EB CLL
DMDS18 - I-235 EB @ Cottage Grov,41595217,-93647000,Microwave Radar,1,DMDS18-EB LL
DMDS18 - I-235 WB @ Cottage Grov,41595217,-93647000,Microwave Radar,1,DMDS18-WB LL
DMDS18 - I-235 WB @ Cottage Grov,41595217,-93647000,Microwave Radar,2,DMDS18-WB CLL
DMDS18 - I-235 WB @ Cottage Grov,41595217,-93647000,Microwave Radar,3,DMDS18-WB CRL
DMDS18 - I-235 WB @ Cottage Grov,41595217,-93647000,Microwave Radar,4,DMDS18-WB RL
DMDS19 - I-235 EB @ 31st St On R,41593153,-93654520,Microwave Radar,4,DMDS19-EB RL
DMDS19 - I-235 EB @ 31st St On R,41593153,-93654520,Microwave Radar,3,DMDS19-EB CRL
DMDS19 - I-235 EB @ 31st St On R,41593153,-93654520,Microwave Radar,2,DMDS19-EB CLL
DMDS19 - I-235 EB @ 31st St On R,41593153,-93654520,Microwave Radar,1,DMDS19-EB LL
DMDS19 - I-235 WB @ 31st Off Ram,41593382,-93654573,Microwave Radar,1,DMDS19-WB LL
DMDS19 - I-235 WB @ 31st Off Ram,41593382,-93654573,Microwave Radar,2,DMDS19-WB CLL
DMDS19 - I-235 WB @ 31st Off Ram,41593382,-93654573,Microwave Radar,3,DMDS19-WB CRL
DMDS19 - I-235 WB @ 31st Off Ram,41593382,-93654573,Microwave Radar,4,DMDS19-WB RL
DMDS21 - I-235 EB @ 42nd St,41590867,-93675517,Microwave Radar,4,DMDS21-EB RL
DMDS21 - I-235 EB @ 42nd St,41590867,-93675517,Microwave Radar,3,DMDS21-EB CRL
DMDS21 - I-235 EB @ 42nd St,41590867,-93675517,Microwave Radar,2,DMDS21-EB CLL
DMDS21 - I-235 EB @ 42nd St,41590867,-93675517,Microwave Radar,1,DMDS21-EB LL
DMDS21 - I-235 WB @ 42nd St,41590867,-93675517,Microwave Radar,1,DMDS21-WB LL
DMDS21 - I-235 WB @ 42nd St,41590867,-93675517,Microwave Radar,2,DMDS21-WB CLL
DMDS21 - I-235 WB @ 42nd St,41590867,-93675517,Microwave Radar,3,DMDS21-WB CRL
DMDS21 - I-235 WB @ 42nd St,41590867,-93675517,Microwave Radar,4,DMDS21-WB RL
DMDS22 - I-235 EB @ 63rd St On R,41592700,-93700333,Microwave Radar,3,DMDS22-EB RL
DMDS22 - I-235 EB @ 63rd St On R,41592700,-93700333,Microwave Radar,2,DMDS22-EB CL
DMDS22 - I-235 EB @ 63rd St On R,41592700,-93700333,Microwave Radar,1,DMDS22-EB LL
DMDS22 - I-235 WB @ 63rd St Off ,41592700,-93700333,Microwave Radar,1,DMDS22-WB LL
DMDS22 - I-235 WB @ 63rd St Off ,41592700,-93700333,Microwave Radar,2,DMDS22-WB CL
DMDS22 - I-235 WB @ 63rd St Off ,41592700,-93700333,Microwave Radar,3,DMDS22-WB RL
DMDS22 - I-235 EB On Ramp @ 63rd,41592700,-93700333,Microwave Radar,1,DMDS22-EB EN
DMDS22 - I-235 WB Off Ramp @ 63r,41592700,-93700333,Microwave Radar,1,DMDS22-WB EX
DMDS23 - I-235 EB @ 73rd St,41593067,-93715800,Microwave Radar,3,DMDS23-EB RL
DMDS23 - I-235 EB @ 73rd St,41593067,-93715800,Microwave Radar,2,DMDS23-EB CL
DMDS23 - I-235 EB @ 73rd St,41593067,-93715800,Microwave Radar,1,DMDS23-EB LL
DMDS23 - I-235 WB @ 73rd St,41593067,-93715800,Microwave Radar,1,DMDS23-WB LL
DMDS23 - I-235 WB @ 73rd St,41593067,-93715800,Microwave Radar,2,DMDS23-WB CL
DMDS23 - I-235 WB @ 73rd St,41593067,-93715800,Microwave Radar,3,DMDS23-WB RL
DMDS23 - I-235 EB On Ramp @ 73rd,41593066,-93715800,Microwave Radar,1,DMDS23-EB EN
DMDS23 - I-235 WB Off Ramp @ 73r,41593066,-93715800,Microwave Radar,1,DMDS23-WB EX
DMDS24 - I-235 EB @ 22nd St On R,41593467,-93731400,Microwave Radar,1,DMDS24-EB LL
DMDS24 - I-235 EB @ 22nd St On R,41593467,-93731400,Microwave Radar,2,DMDS24-EB CL
DMDS24 - I-235 EB @ 22nd St On R,41593467,-93731400,Microwave Radar,3,DMDS24-EB RL
DMDS24 - I-235 WB @ 22nd St Off ,41593467,-93731400,Microwave Radar,3,DMDS24-WB RL
DMDS24 - I-235 WB @ 22nd St Off ,41593467,-93731400,Microwave Radar,2,DMDS24-WB CL
DMDS24 - I-235 WB @ 22nd St Off ,41593467,-93731400,Microwave Radar,1,DMDS24-WB LL
DMDS24 - I-235 EB On Ramp @ 22nd,41593466,-93731400,Microwave Radar,1,DMDS24-EB EN
DMDS24 - I-235 WB Off Ramp @ 22n,41593466,-93731400,Microwave Radar,1,DMDS24-WB EX
DMDS25 - I-235 EB @ Valley West ,41592067,-93748117,Microwave Radar,3,DMDS25-EB RL
DMDS25 - I-235 EB @ Valley West ,41592067,-93748117,Microwave Radar,2,DMDS25-EB CL
DMDS25 - I-235 EB @ Valley West ,41592067,-93748117,Microwave Radar,1,DMDS25-EB LL
DMDS25 - I-235 WB @ Valley West ,41592067,-93748117,Microwave Radar,1,DMDS25-WB LL
DMDS25 - I-235 WB @ Valley West ,41592067,-93748117,Microwave Radar,2,DMDS25-WB CL
DMDS25 - I-235 WB @ Valley West ,41592067,-93748117,Microwave Radar,3,DMDS25-WB RL
DMDS25 - I-235 EB On Ramp @ Vall,41592066,-93748116,Microwave Radar,1,DMDS25-EB EN
DMDS25 - I-235 WB Off Ramp @ Val,41592066,-93748116,Microwave Radar,1,DMDS25-WB EX
DMDS26 - I-235 EB @ Valley West ,41592017,-93758583,Microwave Radar,3,DMDS26-EB RL
DMDS26 - I-235 EB @ Valley West ,41592017,-93758583,Microwave Radar,2,DMDS26-EB CL
DMDS26 - I-235 EB @ Valley West ,41592017,-93758583,Microwave Radar,1,DMDS26-EB LL
DMDS26 - I-235 WB @ Valley West ,41592017,-93758583,Microwave Radar,1,DMDS26-WB LL
DMDS26 - I-235 WB @ Valley West ,41592017,-93758583,Microwave Radar,2,DMDS26-WB CL
DMDS26 - I-235 WB @ Valley West ,41592017,-93758583,Microwave Radar,3,DMDS26-WB RL
DMDS26 - I-235 EB Off Ramp @ Val,41592016,-93758583,Microwave Radar,1,DMDS26-EB EX
DMDS26 - I-235 WB On Ramp @ Vall,41592016,-93758583,Microwave Radar,1,DMDS26-WB EN
DMDS27 - I-235 EB @ West MixMast,41592433,-93777850,Microwave Radar,1,DMDS27-EB LL
DMDS27 - I-235 EB @ West MixMast,41592433,-93777850,Microwave Radar,2,DMDS27-EB RL
DMDS27 - I-235 WB @ West MixMast,41592433,-93777850,Microwave Radar,2,DMDS27-WB RL
DMDS27 - I-235 WB @ West MixMast,41592433,-93777850,Microwave Radar,1,DMDS27-WB LL
DMDS27 - I-235 EB On Ramp @ I-35,41592433,-93777850,Microwave Radar,1,DMDS27-EB EN
DMDS27 - I-235 WB Off Ramp @ I-3,41592433,-93777850,Microwave Radar,1,DMDS27-WB EX
DMDS28 - I-35 NB @ West MixMaste,41592400,-93777817,Microwave Radar,1,DMDS28-NB LL
DMDS28 - I-35 NB @ West MixMaste,41592400,-93777817,Microwave Radar,2,DMDS28-NB RL
DMDS28 - I-35 SB @ West MixMaste,41592400,-93777817,Microwave Radar,2,DMDS28-SB RL
DMDS28 - I-35 SB @ West MixMaste,41592400,-93777817,Microwave Radar,1,DMDS28-SB LL
DMDS28 - I-35 SB On Ramp @ I-235,41592400,-93777817,Microwave Radar,1,DMDS28-SB EN
DMDS29 - I-80/35 EB @ Hickman Rd,41610750,-93776500,Microwave Radar,3,DMDS29-EB RL
DMDS29 - I-80/35 EB @ Hickman Rd,41610750,-93776500,Microwave Radar,2,DMDS29-EB CL
DMDS29 - I-80/35 EB @ Hickman Rd,41610750,-93776500,Microwave Radar,1,DMDS29-EB LL
DMDS29 - I-80/35 WB @ University,41610750,-93776500,Microwave Radar,1,DMDS29-WB LL
DMDS29 - I-80/35 WB @ University,41610750,-93776500,Microwave Radar,2,DMDS29-WB CL
DMDS29 - I-80/35 WB @ University,41610750,-93776500,Microwave Radar,3,DMDS29-WB RL
DMDS29 - I-80/35 WB Off Ramp @ U,41610750,-93776500,Microwave Radar,1,DMDS29-WB EX
DMDS30 - I-80/35 EB @ Douglas Av,41623477,-93776711,Microwave Radar,3,DMDS30-EB RL
DMDS30 - I-80/35 EB @ Douglas Av,41623477,-93776711,Microwave Radar,2,DMDS30-EB CL
DMDS30 - I-80/35 EB @ Douglas Av,41623477,-93776711,Microwave Radar,1,DMDS30-EB LL
DMDS30 - I-80/35 WB @ Douglas Av,41623465,-93776996,Microwave Radar,1,DMDS30-WB LL
DMDS30 - I-80/35 WB @ Douglas Av,41623465,-93776996,Microwave Radar,2,DMDS30-WB CL
DMDS30 - I-80/35 WB @ Douglas Av,41623465,-93776996,Microwave Radar,3,DMDS30-WB RL
DMDS30 - I-80/35 EB Off Ramp @ D,41623500,-93776467,Microwave Radar,1,DMDS30-EB EX LL
DMDS30 - I-80/35 EB Off Ramp @ D,41623500,-93776467,Microwave Radar,2,DMDS30-EB EX RL
DMDS31 - I-80/35 EB @ Meredith D,41644967,-93777133,Microwave Radar,1,DMDS31-EB LL
DMDS31 - I-80/35 EB @ Meredith D,41644967,-93777133,Microwave Radar,2,DMDS31-EB CL
DMDS31 - I-80/35 EB @ Meredith D,41644967,-93777133,Microwave Radar,3,DMDS31-EB RL
DMDS31 - I-80/35 WB @ Meredith D,41644967,-93777133,Microwave Radar,3,DMDS31-WB RL
DMDS31 - I-80/35 WB @ Meredith D,41644967,-93777133,Microwave Radar,2,DMDS31-WB CL
DMDS31 - I-80/35 WB @ Meredith D,41644967,-93777133,Microwave Radar,1,DMDS31-WB LL
DMDS31 - I-80/35 WB On Ramp @ IA,41644966,-93777133,Microwave Radar,1,DMDS31-WB EN
DMDS33 - I-80/35 EB @ Merle Hay ,41652233,-93705033,Microwave Radar,3,DMDS33-EB RL
DMDS33 - I-80/35 EB @ Merle Hay ,41652233,-93705033,Microwave Radar,2,DMDS33-EB CL
DMDS33 - I-80/35 EB @ Merle Hay ,41652233,-93705033,Microwave Radar,1,DMDS33-EB LL
DMDS33 - I-80/35 WB @ Merle Hay ,41652233,-93705033,Microwave Radar,1,DMDS33-WB LL
DMDS33 - I-80/35 WB @ Merle Hay ,41652233,-93705033,Microwave Radar,2,DMDS33-WB CL
DMDS33 - I-80/35 WB @ Merle Hay ,41652233,-93705033,Microwave Radar,3,DMDS33-WB RL
DMDS33 - I-80/35 EB Off Ramp @ M,41652233,-93705033,Microwave Radar,1,DMDS33-EB EX
DMDS33 - I-80/35 WB On Ramp @ Me,41652233,-93705033,Microwave Radar,1,DMDS33-WB EN
DMDS34 - I-80/35 EB @ East of Mo,41649533,-93645183,Microwave Radar,3,DMDS34-EB RL
DMDS34 - I-80/35 EB @ East of Mo,41649533,-93645183,Microwave Radar,2,DMDS34-EB CL
DMDS34 - I-80/35 EB @ East of Mo,41649533,-93645183,Microwave Radar,1,DMDS34-EB LL
DMDS34 - I-80/35 WB @ East of Mo,41649533,-93645183,Microwave Radar,1,DMDS34-WB LL
DMDS34 - I-80/35 WB @ East of Mo,41649533,-93645183,Microwave Radar,2,DMDS34-WB CL
DMDS34 - I-80/35 WB @ East of Mo,41649533,-93645183,Microwave Radar,3,DMDS34-WB RL
DMDS35 - I-80/35 EB @ 2nd Ave Of,41649339,-93626159,Microwave Radar,3,DMDS35-EB RL
DMDS35 - I-80/35 EB @ 2nd Ave Of,41649339,-93626159,Microwave Radar,2,DMDS35-EB CL
DMDS35 - I-80/35 EB @ 2nd Ave Of,41649339,-93626159,Microwave Radar,1,DMDS35-EB LL
DMDS35 - I-80/35 WB @ 2nd Ave On,41649570,-93626145,Microwave Radar,1,DMDS35-WB LL
DMDS35 - I-80/35 WB @ 2nd Ave On,41649570,-93626145,Microwave Radar,2,DMDS35-WB CL
DMDS35 - I-80/35 WB @ 2nd Ave On,41649570,-93626145,Microwave Radar,3,DMDS35-WB RL
DMDS35 - I-80/35 EB Off Ramp @ 2,41649292,-93626141,Microwave Radar,1,DMDS35-EB EX
DMDS35 - I-80/35 WB On Ramp @ 2n,41649657,-93626141,Microwave Radar,1,DMDS35-WB EN
DMDS36 - I-80/35 EB @ 2nd Ave On,41649277,-93612090,Microwave Radar,3,DMDS36-EB RL
DMDS36 - I-80/35 EB @ 2nd Ave On,41649277,-93612090,Microwave Radar,2,DMDS36-EB CL
DMDS36 - I-80/35 EB @ 2nd Ave On,41649277,-93612090,Microwave Radar,1,DMDS36-EB LL
DMDS36 - I-80/35 WB @ 2nd Ave Of,41649277,-93612090,Microwave Radar,1,DMDS36-WB LL
DMDS36 - I-80/35 WB @ 2nd Ave Of,41649277,-93612090,Microwave Radar,2,DMDS36-WB CL
DMDS36 - I-80/35 WB @ 2nd Ave Of,41649277,-93612090,Microwave Radar,3,DMDS36-WB RL
DMDS36 - I-80/35 EB On Ramp @ 2n,41649277,-93612090,Microwave Radar,1,DMDS36-EB EN
DMDS36 - I-80/35 WB Off Ramp @ 2,41649277,-93612090,Microwave Radar,1,DMDS36-WB EX
DMDS37 - I-80/35 EB @ NE 14th St,41650500,-93593270,Microwave Radar,1,DMDS37-EB LL
DMDS37 - I-80/35 EB @ NE 14th St,41650500,-93593270,Microwave Radar,2,DMDS37-EB CL
DMDS37 - I-80/35 EB @ NE 14th St,41650500,-93593270,Microwave Radar,3,DMDS37-EB RL
DMDS37 - I-80/35 WB @ NE 14th St,41650500,-93593270,Microwave Radar,3,DMDS37-WB RL
DMDS37 - I-80/35 WB @ NE 14th St,41650500,-93593270,Microwave Radar,2,DMDS37-WB CL
DMDS37 - I-80/35 WB @ NE 14th St,41650500,-93593270,Microwave Radar,1,DMDS37-WB LL
DMDS37 - I-80/35 EB On Ramp @ NE,41650500,-93593270,Microwave Radar,1,DMDS37-EB EN
DMDS37 - I-80/35 WB Off Ramp @ N,41650500,-93593270,Microwave Radar,1,DMDS37-WB EX
DMDS38 - I-35 NB @ South of Corp,41670052,-93579950,Microwave Radar,1,DMDS38-NB LL
DMDS38 - I-35 NB @ South of Corp,41670052,-93579950,Microwave Radar,2,DMDS38-NB CL
